iso3,lifespan,scenario,totalnets,target,scenlabel,country
GNB,1.4,2_cd,1212014.34,70,NA,Guinea-Bissau
GNB,1.4,3_routine,404004.78,70,NA,Guinea-Bissau
GNB,1.4,3_mass,1246871.111111111,70,NA,Guinea-Bissau
GNB,1.4,3_cd,583575.85,70,NA,Guinea-Bissau
GNB,1.4,4_routine,404004.78,70,NA,Guinea-Bissau
GNB,1.4,4_mass,3740613.3333333335,70,NA,Guinea-Bissau
GNB,1.4,4_cd,0,70,NA,Guinea-Bissau
GNB,1.4,5_routine,404004.78,70,NA,Guinea-Bissau
GNB,1.4,5_mass,2244522.5,70,NA,Guinea-Bissau
GNB,1.4,5_cd,0,70,NA,Guinea-Bissau
GNB,1.4,6_routine,404004.78,70,NA,Guinea-Bissau
GNB,1.4,6_mass,2493913.888888889,70,NA,Guinea-Bissau
GNB,1.4,6_cd,0,70,NA,Guinea-Bissau
GNQ,3.6,0,1320749.8311111112,70,Mass campaigns: Every 3 years using pop/1.8,Equatorial Guinea
GNQ,3.6,2,754153.6799999999,70,CD: Annual distributions,Equatorial Guinea
GNQ,3.6,3,1320749.8311111112,70,CD: Between mass campaigns,Equatorial Guinea
GNQ,3.6,4,1220995.72,70,Mass campaigns: Every 3 years using tailored approach,Equatorial Guinea
GNQ,3.6,5,2118827.72,70,Mass campaigns: Every 2 years using tailored approach,Equatorial Guinea
GNQ,3.6,6,2318340.942222222,70,Mass campaigns: Every 2 years using pop/1.8,Equatorial Guinea
GNQ,3.6,0_routine,323208.72000000003,70,NA,Equatorial Guinea
GNQ,3.6,0_mass,997541.1111111111,70,NA,Equatorial Guinea
GNQ,3.6,0_cd,0,70,NA,Equatorial Guinea
GNQ,3.6,2_routine,323208.72000000003,70,NA,Equatorial Guinea
GNQ,3.6,2_mass,0,70,NA,Equatorial Guinea
GNQ,3.6,2_cd,430944.95999999996,70,NA,Equatorial Guinea
GNQ,3.6,3_routine,323208.72000000003,70,NA,Equatorial Guinea
GNQ,3.6,3_mass,997541.1111111111,70,NA,Equatorial Guinea
GNQ,3.6,3_cd,0,70,NA,Equatorial Guinea
GNQ,3.6,4_routine,323208.72000000003,70,NA,Equatorial Guinea
GNQ,3.6,4_mass,897787,70,NA,Equatorial Guinea
GNQ,3.6,4_cd,0,70,NA,Equatorial Guinea
GNQ,3.6,5_routine,323208.72000000003,70,NA,Equatorial Guinea
GNQ,3.6,5_mass,1795619,70,NA,Equatorial Guinea
GNQ,3.6,5_cd,0,70,NA,Equatorial Guinea
GNQ,3.6,6_routine,323208.72000000003,70,NA,Equatorial Guinea
GNQ,3.6,6_mass,1995132.2222222222,70,NA,Equatorial Guinea
GNQ,3.6,6_cd,0,70,NA,Equatorial Guinea
KEN,2.3,0,42165688.05777778,70,Mass campaigns: Every 3 years using pop/1.8,Kenya
KEN,2.3,2,36116710.98,70,CD: Annual distributions,Kenya
KEN,2.3,3,49045312.537777774,70,CD: Between mass campaigns,Kenya
KEN,2.3,4,54414391.04923077,70,Mass campaigns: Every 3 years using tailored approach,Kenya
KEN,2.3,5,67649264.28,70,Mass campaigns: Every 2 years using tailored approach,Kenya
KEN,2.3,6,74019286.94666667,70,Mass campaigns: Every 2 years using pop/1.8,Kenya
KEN,2.3,0_routine,10319060.28,70,NA,Kenya
KEN,2.3,0_mass,31846627.777777776,70,NA,Kenya
KEN,2.3,0_cd,0,70,NA,Kenya
KEN,2.3,2_routine,10319060.28,70,NA,Kenya
KEN,2.3,2_mass,0,70,NA,Kenya
KEN,2.3,2_cd,25797650.7,70,NA,Kenya
KEN,2.3,3_routine,10319060.28,70,NA,Kenya
KEN,2.3,3_mass,31846627.777777776,70,NA,Kenya
KEN,2.3,3_cd,6879624.4799999995,70,NA,Kenya
KEN,2.3,4_routine,10319060.28,70,NA,Kenya
KEN,2.3,4_mass,44095330.76923077,70,NA,Kenya
KEN,2.3,4_cd,0,70,NA,Kenya
KEN,2.3,5_routine,10319060.28,70,NA,Kenya
KEN,2.3,5_mass,57330204,70,NA,Kenya
KEN,2.3,5_cd,0,70,NA,Kenya
KEN,2.3,6_routine,10319060.28,70,NA,Kenya
KEN,2.3,6_mass,63700226.66666667,70,NA,Kenya
KEN,2.3,6_cd,0,70,NA,Kenya
LBR,1,0,4161313.244444445,70,Mass campaigns: Every 3 years using pop/1.8,Liberia
LBR,1,2,5940718,70,CD: Annual distributions,Liberia
LBR,1,3,7329863.804444444,70,CD: Between mass campaigns,Liberia
LBR,1,4,57590688.8,70,Mass campaigns: Every 3 years using tailored approach,Liberia
LBR,1,5,11305910.618181817,70,Mass campaigns: Every 2 years using tailored approach,Liberia
LBR,1,6,7305215.466666666,70,Mass campaigns: Every 2 years using pop/1.8,Liberia
LBR,1,0_routine,1018408.8,70,NA,Liberia
LBR,1,0_mass,3142904.4444444445,70,NA,Liberia
LBR,1,0_cd,0,70,NA,Liberia
LBR,1,2_routine,1018408.8,70,NA,Liberia
LBR,1,2_mass,0,70,NA,Liberia
LBR,1,2_cd,4922309.2,70,NA,Liberia
LBR,1,3_routine,1018408.8,70,NA,Liberia
LBR,1,3_mass,3142904.4444444445,70,NA,Liberia
LBR,1,3_cd,3168550.5600000005,70,NA,Liberia
LBR,1,4_routine,1018408.8,70,NA,Liberia
LBR,1,4_mass,56572280,70,NA,Liberia
LBR,1,4_cd,0,70,NA,Liberia
LBR,1,5_routine,1018408.8,70,NA,Liberia
LBR,1,5_mass,10287501.818181816,70,NA,Liberia
LBR,1,5_cd,0,70,NA,Liberia
LBR,1,6_routine,1018408.8,70,NA,Liberia
LBR,1,6_mass,6286806.666666666,70,NA,Liberia
LBR,1,6_cd,0,70,NA,Liberia
MDG,1.6,0,23389089.240000002,70,Mass campaigns: Every 3 years using pop/1.8,Madagascar
MDG,1.6,2,22895676.96,70,CD: Annual distributions,Madagascar
MDG,1.6,3,31021251,70,CD: Between mass campaigns,Madagascar
MDG,1.6,4,45470551.74,70,Mass campaigns: Every 3 years using tailored approach,Madagascar
MDG,1.6,5,37524593.24,70,Mass campaigns: Every 2 years using tailored approach,Madagascar
MDG,1.6,6,41058001.462222226,70,Mass campaigns: Every 2 years using pop/1.8,Madagascar
MDG,1.6,0_routine,5723919.24,70,NA,Madagascar
MDG,1.6,0_mass,17665170,70,NA,Madagascar
MDG,1.6,0_cd,0,70,NA,Madagascar
MDG,1.6,2_routine,5723919.24,70,NA,Madagascar
MDG,1.6,2_mass,0,70,NA,Madagascar
MDG,1.6,2_cd,17171757.72,70,NA,Madagascar
MDG,1.6,3_routine,5723919.24,70,NA,Madagascar
MDG,1.6,3_mass,17665170,70,NA,Madagascar
MDG,1.6,3_cd,7632161.76,70,NA,Madagascar
MDG,1.6,4_routine,5723919.24,70,NA,Madagascar
MDG,1.6,4_mass,39746632.5,70,NA,Madagascar
MDG,1.6,4_cd,0,70,NA,Madagascar
MDG,1.6,5_routine,5723919.24,70,NA,Madagascar
MDG,1.6,5_mass,31800674,70,NA,Madagascar
MDG,1.6,5_cd,0,70,NA,Madagascar
MDG,1.6,6_routine,5723919.24,70,NA,Madagascar
MDG,1.6,6_mass,35334082.222222224,70,NA,Madagascar
MDG,1.6,6_cd,0,70,NA,Madagascar
MLI,2.8,0,18212361.68,70,Mass campaigns: Every 3 years using pop/1.8,Mali
MLI,2.8,2,10400953.92,70,CD: Annual distributions,Mali
MLI,2.8,3,18212361.68,70,CD: Between mass campaigns,Mali
MLI,2.8,4,16836880.68,70,Mass campaigns: Every 3 years using tailored approach,Mali
MLI,2.8,5,29224486.68,70,Mass campaigns: Every 2 years using tailored approach,Mali
MLI,2.8,6,31976368.346666664,70,Mass campaigns: Every 2 years using pop/1.8,Mali
MLI,2.8,0_routine,4457551.68,70,NA,Mali
MLI,2.8,0_mass,13754810,70,NA,Mali
MLI,2.8,0_cd,0,70,NA,Mali
MLI,2.8,2_routine,4457551.68,70,NA,Mali
MLI,2.8,2_mass,0,70,NA,Mali
MLI,2.8,2_cd,5943402.24,70,NA,Mali
MLI,2.8,3_routine,4457551.68,70,NA,Mali
MLI,2.8,3_mass,13754810,70,NA,Mali
MLI,2.8,3_cd,0,70,NA,Mali
MLI,2.8,4_routine,4457551.68,70,NA,Mali
MLI,2.8,4_mass,12379329,70,NA,Mali
MLI,2.8,4_cd,0,70,NA,Mali
MLI,2.8,5_routine,4457551.68,70,NA,Mali
MLI,2.8,5_mass,24766935,70,NA,Mali
MLI,2.8,5_cd,0,70,NA,Mali
MLI,2.8,6_routine,4457551.68,70,NA,Mali
MLI,2.8,6_mass,27518816.666666664,70,NA,Mali
MLI,2.8,6_cd,0,70,NA,Mali
MOZ,1.3,0,26359207.437777776,70,Mass campaigns: Every 3 years using pop/1.8,Mozambique
MOZ,1.3,2,30105225.08,70,CD: Annual distributions,Mozambique
MOZ,1.3,3,39262345.97777778,70,CD: Between mass campaigns,Mozambique
MOZ,1.3,4,96037514.66,70,Mass campaigns: Every 3 years using tailored approach,Mozambique
MOZ,1.3,5,51253684.035,70,Mass campaigns: Every 2 years using tailored approach,Mozambique
MOZ,1.3,6,46275621.32666667,70,Mass campaigns: Every 2 years using pop/1.8,Mozambique
MOZ,1.3,0_routine,6451119.66,70,NA,Mozambique
MOZ,1.3,0_mass,19908087.777777776,70,NA,Mozambique
MOZ,1.3,0_cd,0,70,NA,Mozambique
MOZ,1.3,2_routine,6451119.66,70,NA,Mozambique
MOZ,1.3,2_mass,0,70,NA,Mozambique
MOZ,1.3,2_cd,23654105.419999998,70,NA,Mozambique
MOZ,1.3,3_routine,6451119.66,70,NA,Mozambique
MOZ,1.3,3_mass,19908087.777777776,70,NA,Mozambique
MOZ,1.3,3_cd,12903138.54,70,NA,Mozambique
MOZ,1.3,4_routine,6451119.66,70,NA,Mozambique
MOZ,1.3,4_mass,89586395,70,NA,Mozambique
MOZ,1.3,4_cd,0,70,NA,Mozambique
MOZ,1.3,5_routine,6451119.66,70,NA,Mozambique
MOZ,1.3,5_mass,44802564.375,70,NA,Mozambique
MOZ,1.3,5_cd,0,70,NA,Mozambique
MOZ,1.3,6_routine,6451119.66,70,NA,Mozambique
MOZ,1.3,6_mass,39824501.666666664,70,NA,Mozambique
MOZ,1.3,6_cd,0,70,NA,Mozambique
MRT,1.1,0,3772163.1777777774,70,Mass campaigns: Every 3 years using pop/1.8,Mauritania
MRT,1.1,2,4308245.199999999,70,CD: Annual distributions,Mauritania
MRT,1.1,3,5926437.257777778,70,CD: Between mass campaigns,Mauritania
MRT,1.1,4,52204615.4,70,Mass campaigns: Every 3 years using tailored approach,Mauritania
MRT,1.1,5,7762160.733333334,70,Mass campaigns: Every 2 years using tailored approach,Mauritania
MRT,1.1,6,6622333.177777778,70,Mass campaigns: Every 2 years using pop/1.8,Mauritania
MRT,1.1,0_routine,923195.3999999999,70,NA,Mauritania
MRT,1.1,0_mass,2848967.7777777775,70,NA,Mauritania
MRT,1.1,0_cd,0,70,NA,Mauritania
MRT,1.1,2_routine,923195.3999999999,70,NA,Mauritania
MRT,1.1,2_mass,0,70,NA,Mauritania
MRT,1.1,2_cd,3385049.8,70,NA,Mauritania
MRT,1.1,3_routine,923195.3999999999,70,NA,Mauritania
MRT,1.1,3_mass,2848967.7777777775,70,NA,Mauritania
MRT,1.1,3_cd,2154274.08,70,NA,Mauritania
MRT,1.1,4_routine,923195.3999999999,70,NA,Mauritania
MRT,1.1,4_mass,51281420,70,NA,Mauritania
MRT,1.1,4_cd,0,70,NA,Mauritania
MRT,1.1,5_routine,923195.3999999999,70,NA,Mauritania
MRT,1.1,5_mass,6838965.333333334,70,NA,Mauritania
MRT,1.1,5_cd,0,70,NA,Mauritania
MRT,1.1,6_routine,923195.3999999999,70,NA,Mauritania
MRT,1.1,6_mass,5699137.777777778,70,NA,Mauritania
MRT,1.1,6_cd,0,70,NA,Mauritania
MWI,1.3,0,16207772.966666667,70,Mass campaigns: Every 3 years using pop/1.8,Malawi
MWI,1.3,2,18511109.4,70,CD: Annual distributions,Malawi
MWI,1.3,3,24582424.436666667,70,CD: Between mass campaigns,Malawi
MWI,1.3,4,59051646.3,70,Mass campaigns: Every 3 years using tailored approach,Malawi
MWI,1.3,5,31514861.925,70,Mass campaigns: Every 2 years using tailored approach,Malawi
MWI,1.3,6,28453951.3,70,Mass campaigns: Every 2 years using pop/1.8,Malawi
MWI,1.3,0_routine,3966666.3000000003,70,NA,Malawi
MWI,1.3,0_mass,12241106.666666666,70,NA,Malawi
MWI,1.3,0_cd,0,70,NA,Malawi
MWI,1.3,2_routine,3966666.3000000003,70,NA,Malawi
MWI,1.3,2_mass,0,70,NA,Malawi
MWI,1.3,2_cd,14544443.099999998,70,NA,Malawi
MWI,1.3,3_routine,3966666.3000000003,70,NA,Malawi
MWI,1.3,3_mass,12241106.666666666,70,NA,Malawi
MWI,1.3,3_cd,8374651.470000001,70,NA,Malawi
MWI,1.3,4_routine,3966666.3000000003,70,NA,Malawi
MWI,1.3,4_mass,55084980,70,NA,Malawi
MWI,1.3,4_cd,0,70,NA,Malawi
MWI,1.3,5_routine,3966666.3000000003,70,NA,Malawi
MWI,1.3,5_mass,27548195.625,70,NA,Malawi
MWI,1.3,5_cd,0,70,NA,Malawi
MWI,1.3,6_routine,3966666.3000000003,70,NA,Malawi
MWI,1.3,6_mass,24487285,70,NA,Malawi
MWI,1.3,6_cd,0,70,NA,Malawi
NER,3.5,0,21565600.135555558,70,Mass campaigns: Every 3 years using pop/1.8,Niger
NER,3.5,2,10557899.16,70,CD: Annual distributions,Niger
NER,3.5,3,21565600.135555558,70,CD: Between mass campaigns,Niger
NER,3.5,4,19936935.08,70,Mass campaigns: Every 3 years using tailored approach,Niger
NER,3.5,5,34612210.58,70,Mass campaigns: Every 2 years using tailored approach,Niger
NER,3.5,6,37871461.80222222,70,Mass campaigns: Every 2 years using pop/1.8,Niger
NER,3.5,0_routine,5278949.58,70,NA,Niger
NER,3.5,0_mass,16286650.555555556,70,NA,Niger
NER,3.5,0_cd,0,70,NA,Niger
NER,3.5,2_routine,5278949.58,70,NA,Niger
NER,3.5,2_mass,0,70,NA,Niger
NER,3.5,2_cd,5278949.58,70,NA,Niger
NER,3.5,3_routine,5278949.58,70,NA,Niger
NER,3.5,3_mass,16286650.555555556,70,NA,Niger
NER,3.5,3_cd,0,70,NA,Niger
NER,3.5,4_routine,5278949.58,70,NA,Niger
NER,3.5,4_mass,14657985.5,70,NA,Niger
NER,3.5,4_cd,0,70,NA,Niger
NER,3.5,5_routine,5278949.58,70,NA,Niger
NER,3.5,5_mass,29333261,70,NA,Niger
NER,3.5,5_cd,0,70,NA,Niger
NER,3.5,6_routine,5278949.58,70,NA,Niger
NER,3.5,6_mass,32592512.222222224,70,NA,Niger
NER,3.5,6_cd,0,70,NA,Niger
NGA,2.2,0,172545486.51333332,70,Mass campaigns: Every 3 years using pop/1.8,Nigeria
NGA,2.2,2,140756060.60000002,70,CD: Annual distributions,Nigeria
NGA,2.2,3,191313754.51333332,70,CD: Between mass campaigns,Nigeria
NGA,2.2,4,209779391.75142857,70,Mass campaigns: Every 3 years using tailored approach,Nigeria
NGA,2.2,5,276830168.18,70,Mass campaigns: Every 2 years using tailored approach,Nigeria
NGA,2.2,6,302897207.0688889,70,Mass campaigns: Every 2 years using pop/1.8,Nigeria
NGA,2.2,0_routine,42226818.18,70,NA,Nigeria
NGA,2.2,0_mass,130318668.33333333,70,NA,Nigeria
NGA,2.2,0_cd,0,70,NA,Nigeria
NGA,2.2,2_routine,42226818.18,70,NA,Nigeria
NGA,2.2,2_mass,0,70,NA,Nigeria
NGA,2.2,2_cd,98529242.42000002,70,NA,Nigeria
NGA,2.2,3_routine,42226818.18,70,NA,Nigeria
NGA,2.2,3_mass,130318668.33333333,70,NA,Nigeria
NGA,2.2,3_cd,18768268,70,NA,Nigeria
NGA,2.2,4_routine,42226818.18,70,NA,Nigeria
NGA,2.2,4_mass,167552573.57142857,70,NA,Nigeria
NGA,2.2,4_cd,0,70,NA,Nigeria
NGA,2.2,5_routine,42226818.18,70,NA,Nigeria
NGA,2.2,5_mass,234603350,70,NA,Nigeria
NGA,2.2,5_cd,0,70,NA,Nigeria
NGA,2.2,6_routine,42226818.18,70,NA,Nigeria
NGA,2.2,6_mass,260670388.8888889,70,NA,Nigeria
NGA,2.2,6_cd,0,70,NA,Nigeria
RWA,1.6,0,10840201.44,70,Mass campaigns: Every 3 years using pop/1.8,Rwanda
RWA,1.6,2,11053505.999999998,70,CD: Annual distributions,Rwanda
RWA,1.6,3,14672182.319999998,70,CD: Between mass campaigns,Rwanda
RWA,1.6,4,23706052.86857143,70,Mass campaigns: Every 3 years using tailored approach,Rwanda
RWA,1.6,5,17391229.44,70,Mass campaigns: Every 2 years using tailored approach,Rwanda
RWA,1.6,6,19028828.106666666,70,Mass campaigns: Every 2 years using pop/1.8,Rwanda
RWA,1.6,0_routine,2652841.44,70,NA,Rwanda
RWA,1.6,0_mass,8187360,70,NA,Rwanda
RWA,1.6,0_cd,0,70,NA,Rwanda
RWA,1.6,2_routine,2652841.44,70,NA,Rwanda
RWA,1.6,2_mass,0,70,NA,Rwanda
RWA,1.6,2_cd,8400664.559999999,70,NA,Rwanda
RWA,1.6,3_routine,2652841.44,70,NA,Rwanda
RWA,1.6,3_mass,8187360,70,NA,Rwanda
RWA,1.6,3_cd,3831980.88,70,NA,Rwanda
RWA,1.6,4_routine,2652841.44,70,NA,Rwanda
RWA,1.6,4_mass,21053211.42857143,70,NA,Rwanda
RWA,1.6,4_cd,0,70,NA,Rwanda
RWA,1.6,5_routine,2652841.44,70,NA,Rwanda
RWA,1.6,5_mass,14738388,70,NA,Rwanda
RWA,1.6,5_cd,0,70,NA,Rwanda
RWA,1.6,6_routine,2652841.44,70,NA,Rwanda
RWA,1.6,6_mass,16375986.666666666,70,NA,Rwanda
RWA,1.6,6_cd,0,70,NA,Rwanda
SDN,2.9,0,37230341.77555556,70,Mass campaigns: Every 3 years using pop/1.8,Sudan
SDN,2.9,2,24296269.92,70,CD: Annual distributions,Sudan
SDN,2.9,3,37230341.77555556,70,CD: Between mass campaigns,Sudan
SDN,2.9,4,34418417.72,70,Mass campaigns: Every 3 years using tailored approach,Sudan
SDN,2.9,5,59729628.22,70,Mass campaigns: Every 2 years using tailored approach,Sudan
SDN,2.9,6,65353908.997777775,70,Mass campaigns: Every 2 years using pop/1.8,Sudan
SDN,2.9,0_routine,9111101.22,70,NA,Sudan
SDN,2.9,0_mass,28119240.555555556,70,NA,Sudan
SDN,2.9,0_cd,0,70,NA,Sudan
SDN,2.9,2_routine,9111101.22,70,NA,Sudan
SDN,2.9,2_mass,0,70,NA,Sudan
SDN,2.9,2_cd,15185168.700000003,70,NA,Sudan
SDN,2.9,3_routine,9111101.22,70,NA,Sudan
SDN,2.9,3_mass,28119240.555555556,70,NA,Sudan
SDN,2.9,3_cd,0,70,NA,Sudan
SDN,2.9,4_routine,9111101.22,70,NA,Sudan
SDN,2.9,4_mass,25307316.5,70,NA,Sudan
SDN,2.9,4_cd,0,70,NA,Sudan
SDN,2.9,5_routine,9111101.22,70,NA,Sudan
SDN,2.9,5_mass,50618527,70,NA,Sudan
SDN,2.9,5_cd,0,70,NA,Sudan
SDN,2.9,6_routine,9111101.22,70,NA,Sudan
SDN,2.9,6_mass,56242807.777777776,70,NA,Sudan
SDN,2.9,6_cd,0,70,NA,Sudan
SEN,1.4,0,13746336.13111111,70,Mass campaigns: Every 3 years using pop/1.8,Senegal
SEN,1.4,2,13456900.08,70,CD: Annual distributions,Senegal
SEN,1.4,3,18979902.51111111,70,CD: Between mass campaigns,Senegal
SEN,1.4,4,40739825.02,70,Mass campaigns: Every 3 years using tailored approach,Senegal
SEN,1.4,5,22055533.52,70,Mass campaigns: Every 2 years using tailored approach,Senegal
SEN,1.4,6,24132345.575555556,70,Mass campaigns: Every 2 years using pop/1.8,Senegal
SEN,1.4,0_routine,3364225.02,70,NA,Senegal
SEN,1.4,0_mass,10382111.11111111,70,NA,Senegal
SEN,1.4,0_cd,0,70,NA,Senegal
SEN,1.4,2_routine,3364225.02,70,NA,Senegal
SEN,1.4,2_mass,0,70,NA,Senegal
SEN,1.4,2_cd,10092675.06,70,NA,Senegal
SEN,1.4,3_routine,3364225.02,70,NA,Senegal
SEN,1.4,3_mass,10382111.11111111,70,NA,Senegal
SEN,1.4,3_cd,5233566.380000001,70,NA,Senegal
SEN,1.4,4_routine,3364225.02,70,NA,Senegal
SEN,1.4,4_mass,37375600,70,NA,Senegal
SEN,1.4,4_cd,0,70,NA,Senegal
SEN,1.4,5_routine,3364225.02,70,NA,Senegal
SEN,1.4,5_mass,18691308.5,70,NA,Senegal
SEN,1.4,5_cd,0,70,NA,Senegal
SEN,1.4,6_routine,3364225.02,70,NA,Senegal
SEN,1.4,6_mass,20768120.555555556,70,NA,Senegal
SEN,1.4,6_cd,0,70,NA,Senegal
SLE,1.5,0,6741665.435555555,70,Mass campaigns: Every 3 years using pop/1.8,Sierra Leone
SLE,1.5,2,7424054.46,70,CD: Annual distributions,Sierra Leone
SLE,1.5,3,9857956.175555555,70,CD: Between mass campaigns,Sierra Leone
SLE,1.5,4,16925416.546666667,70,Mass campaigns: Every 3 years using tailored approach,Sierra Leone
SLE,1.5,5,12432802.82117647,70,Mass campaigns: Every 2 years using tailored approach,Sierra Leone
SLE,1.5,6,11833746.546666667,70,Mass campaigns: Every 2 years using pop/1.8,Sierra Leone
SLE,1.5,0_routine,1649789.88,70,NA,Sierra Leone
SLE,1.5,0_mass,5091875.555555555,70,NA,Sierra Leone
SLE,1.5,0_cd,0,70,NA,Sierra Leone
SLE,1.5,2_routine,1649789.88,70,NA,Sierra Leone
SLE,1.5,2_mass,0,70,NA,Sierra Leone
SLE,1.5,2_cd,5774264.58,70,NA,Sierra Leone
SLE,1.5,3_routine,1649789.88,70,NA,Sierra Leone
SLE,1.5,3_mass,5091875.555555555,70,NA,Sierra Leone
SLE,1.5,3_cd,3116290.74,70,NA,Sierra Leone
SLE,1.5,4_routine,1649789.88,70,NA,Sierra Leone
SLE,1.5,4_mass,15275626.666666668,70,NA,Sierra Leone
SLE,1.5,4_cd,0,70,NA,Sierra Leone
SLE,1.5,5_routine,1649789.88,70,NA,Sierra Leone
SLE,1.5,5_mass,10783012.94117647,70,NA,Sierra Leone
SLE,1.5,5_cd,0,70,NA,Sierra Leone
SLE,1.5,6_routine,1649789.88,70,NA,Sierra Leone
SLE,1.5,6_mass,10183956.666666666,70,NA,Sierra Leone
SLE,1.5,6_cd,0,70,NA,Sierra Leone
SOM,2.4,0,14183528.933333334,70,Mass campaigns: Every 3 years using pop/1.8,Somalia
SOM,2.4,2,9256961.6,70,CD: Annual distributions,Somalia
SOM,2.4,3,14183528.933333334,70,CD: Between mass campaigns,Somalia
SOM,2.4,4,13112312.1,70,Mass campaigns: Every 3 years using tailored approach,Somalia
SOM,2.4,5,22758414.1,70,Mass campaigns: Every 2 years using tailored approach,Somalia
SOM,2.4,6,24901420.04444444,70,Mass campaigns: Every 2 years using pop/1.8,Somalia
SOM,2.4,0_routine,3471360.5999999996,70,NA,Somalia
SOM,2.4,0_mass,10712168.333333334,70,NA,Somalia
SOM,2.4,0_cd,0,70,NA,Somalia
SOM,2.4,2_routine,3471360.5999999996,70,NA,Somalia
SOM,2.4,2_mass,0,70,NA,Somalia
SOM,2.4,2_cd,5785601,70,NA,Somalia
SOM,2.4,3_routine,3471360.5999999996,70,NA,Somalia
SOM,2.4,3_mass,10712168.333333334,70,NA,Somalia
SOM,2.4,3_cd,0,70,NA,Somalia
SOM,2.4,4_routine,3471360.5999999996,70,NA,Somalia
SOM,2.4,4_mass,9640951.5,70,NA,Somalia
SOM,2.4,4_cd,0,70,NA,Somalia
SOM,2.4,5_routine,3471360.5999999996,70,NA,Somalia
SOM,2.4,5_mass,19287053.5,70,NA,Somalia
SOM,2.4,5_cd,0,70,NA,Somalia
SOM,2.4,6_routine,3471360.5999999996,70,NA,Somalia
SOM,2.4,6_mass,21430059.444444444,70,NA,Somalia
SOM,2.4,6_cd,0,70,NA,Somalia
SSD,1,0,8439765.797777778,70,Mass campaigns: Every 3 years using pop/1.8,South Sudan
SSD,1,2,12049525.95,70,CD: Annual distributions,South Sudan
SSD,1,3,14866823.63777778,70,CD: Between mass campaigns,South Sudan
SSD,1,4,116800023.02,70,Mass campaigns: Every 3 years using tailored approach,South Sudan
SSD,1,5,22932703.929090906,70,Mass campaigns: Every 2 years using tailored approach,South Sudan
SSD,1,6,14817731.908888888,70,Mass campaigns: Every 2 years using pop/1.8,South Sudan
SSD,1,0_routine,2065633.0199999998,70,NA,South Sudan
SSD,1,0_mass,6374132.777777778,70,NA,South Sudan
SSD,1,0_cd,0,70,NA,South Sudan
SSD,1,2_routine,2065633.0199999998,70,NA,South Sudan
SSD,1,2_mass,0,70,NA,South Sudan
SSD,1,2_cd,9983892.93,70,NA,South Sudan
SSD,1,3_routine,2065633.0199999998,70,NA,South Sudan
SSD,1,3_mass,6374132.777777778,70,NA,South Sudan
SSD,1,3_cd,6427057.840000001,70,NA,South Sudan
SSD,1,4_routine,2065633.0199999998,70,NA,South Sudan
SSD,1,4_mass,114734390,70,NA,South Sudan
SSD,1,4_cd,0,70,NA,South Sudan
SSD,1,5_routine,2065633.0199999998,70,NA,South Sudan
SSD,1,5_mass,20867070.909090906,70,NA,South Sudan
SSD,1,5_cd,0,70,NA,South Sudan
SSD,1,6_routine,2065633.0199999998,70,NA,South Sudan
SSD,1,6_mass,12752098.888888888,70,NA,South Sudan
SSD,1,6_cd,0,70,NA,South Sudan
TCD,1,0,14289379.02,70,Mass campaigns: Every 3 years using pop/1.8,Chad
TCD,1,2,20400210.95,70,CD: Annual distributions,Chad
TCD,1,3,25170278.98,70,CD: Between mass campaigns,Chad
TCD,1,4,197756779.02,70,Mass campaigns: Every 3 years using tailored approach,Chad
TCD,1,5,38824776.29272726,70,Mass campaigns: Every 2 years using tailored approach,Chad
TCD,1,6,25086266.242222223,70,Mass campaigns: Every 2 years using pop/1.8,Chad
TCD,1,0_routine,3497179.0199999996,70,NA,Chad
TCD,1,0_mass,10792200,70,NA,Chad
TCD,1,0_cd,0,70,NA,Chad
TCD,1,2_routine,3497179.0199999996,70,NA,Chad
TCD,1,2_mass,0,70,NA,Chad
TCD,1,2_cd,16903031.93,70,NA,Chad
TCD,1,3_routine,3497179.0199999996,70,NA,Chad
TCD,1,3_mass,10792200,70,NA,Chad
TCD,1,3_cd,10880899.96,70,NA,Chad
TCD,1,4_routine,3497179.0199999996,70,NA,Chad
TCD,1,4_mass,194259600,70,NA,Chad
TCD,1,4_cd,0,70,NA,Chad
TCD,1,5_routine,3497179.0199999996,70,NA,Chad
TCD,1,5_mass,35327597.272727266,70,NA,Chad
TCD,1,5_cd,0,70,NA,Chad
TCD,1,6_routine,3497179.0199999996,70,NA,Chad
TCD,1,6_mass,21589087.222222224,70,NA,Chad
TCD,1,6_cd,0,70,NA,Chad
TGO,2.4,0,6965988.188888889,70,Mass campaigns: Every 3 years using pop/1.8,Togo
TGO,2.4,2,5114367.899999999,70,CD: Annual distributions,Togo
TGO,2.4,3,7155418.158888889,70,CD: Between mass campaigns,Togo
TGO,2.4,4,7275470.476470588,70,Mass campaigns: Every 3 years using tailored approach,Togo
TGO,2.4,5,11176287.8,70,Mass campaigns: Every 2 years using tailored approach,Togo
TGO,2.4,6,12228676.52222222,70,Mass campaigns: Every 2 years using pop/1.8,Togo
TGO,2.4,0_routine,1704789.2999999998,70,NA,Togo
TGO,2.4,0_mass,5261198.888888889,70,NA,Togo
TGO,2.4,0_cd,0,70,NA,Togo
TGO,2.4,2_routine,1704789.2999999998,70,NA,Togo
TGO,2.4,2_mass,0,70,NA,Togo
